Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Bob Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej1,2
Liam Black,Geography,PRACTICAL_WORK,TP3,Ej4,5
Eve Davis,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,5
Liam Brown,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,9
Dana Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej1,0
Jack Brown,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,5
Liam Purple,Geography,FINAL_PRACTICAL_WORK,TP3,Ej9,3
Ivy White,Chemistry,PRACTICAL_WORK,TP2,Ej3,6
Charlie Purple,English,ORAL_EXAM,Examen Final,Ej1,9
Olivia Indigo,Physics,PRACTICAL_WORK,TP1,Ej3,9
Eve Teal,Economics,WRITTEN_EXAM,Primer Parcial,Ej1,2
Charlie Violet,Geography,WRITTEN_EXAM,Examen Final,Ej6,2
Mona Gray,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej5,6
Frank Violet,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej5,1
Dana White,English,WRITTEN_EXAM,Segundo Parcial,Ej10,7
Dana Brown,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,10
Grace Beige,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,9
Sam White,Biology,WRITTEN_EXAM,Primer Parcial,Ej5,9
Hank Purple,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,9
Rita Beige,Geography,PRACTICAL_WORK,TP1,Ej3,5
Grace Azure,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,4
Dana Brown,Art,PRACTICAL_WORK,TP4,Ej1,1
Nick Yellow,Psychology,ORAL_EXAM,Examen Final,Ej1,1
Dana Red,English,WRITTEN_EXAM,Segundo Parcial,Ej11,2
Sam White,English,WRITTEN_EXAM,Segundo Parcial,Ej4,3
Charlie Davis,Geography,PRACTICAL_WORK,TP4,Ej2,6
Alice Cyan,Physics,WRITTEN_EXAM,Examen Final,Ej5,7
Mona Black,Physics,PRACTICAL_WORK,TP1,Ej4,6
Dana Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej5,6
Kelly Azure,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,6
Nick Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej9,7
Quincy Black,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Hank Beige,Art,PRACTICAL_WORK,TP8,Ej1,6
Charlie Yellow,Art,PRACTICAL_WORK,TP10,Ej1,3
Paul Red,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Mona Violet,Geography,WRITTEN_EXAM,Examen Final,Ej7,7
Liam Davis,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,10
Frank Blue,English,WRITTEN_EXAM,Primer Parcial,Ej1,2
Quincy Orange,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej10,10
Charlie Green,English,WRITTEN_EXAM,Primer Parcial,Ej14,3
Frank Magenta,Geography,FINAL_PRACTICAL_WORK,TP3,Ej2,6
Bob Azure,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej4,5
Jack Orange,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,4
Nick Yellow,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,10
Nick Brown,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Charlie Davis,Physics,PRACTICAL_WORK,TP1,Ej5,8
Liam White,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,9
Eve Cyan,Geography,PRACTICAL_WORK,TP4,Ej5,8
Jack Gray,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,2
Sam Red,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,8
Kelly Magenta,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Eve Black,Biology,WRITTEN_EXAM,Primer Parcial,Ej4,5
Liam Purple,English,WRITTEN_EXAM,Segundo Parcial,Ej19,0
Mona Teal,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,9
Dana Johnson,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej2,2
Paul Black,Chemistry,WRITTEN_EXAM,Examen Final,Ej2,3
Paul Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,6
Jack Violet,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Olivia Blue,Chemistry,PRACTICAL_WORK,TP1,Ej1,1
Quincy Beige,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,5
Kelly Magenta,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,10
Paul Teal,English,WRITTEN_EXAM,Primer Parcial,Ej14,2
Charlie Violet,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej1,5
Mona Purple,Geography,PRACTICAL_WORK,TP4,Ej1,8
Olivia Beige,English,WRITTEN_EXAM,Primer Parcial,Ej19,9
Quincy Johnson,Geography,WRITTEN_EXAM,Examen Final,Ej9,8
Hank Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej13,5
Rita Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,6
Kelly Violet,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,4
Eve Teal,Chemistry,WRITTEN_EXAM,Examen Final,Ej8,2
Ivy Purple,English,WRITTEN_EXAM,Primer Parcial,Ej7,4
Bob Indigo,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,6
Dana Davis,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,0
Paul Pink,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,0
Kelly Teal,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej10,8
Rita Black,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,8
Frank Cyan,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej6,3
Kelly White,English,WRITTEN_EXAM,Segundo Parcial,Ej20,2
Frank Brown,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,2
Ivy Teal,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,5
Dana Gray,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,9
Sam Blue,Mathematics,PRACTICAL_WORK,TP3,Ej1,8
Dana Pink,Geography,PRACTICAL_WORK,TP1,Ej3,8
Paul Yellow,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,8
Paul Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,7
Frank Indigo,Computer Science,PRACTICAL_WORK,TP5,Ej1,0
Olivia Black,Biology,WRITTEN_EXAM,Examen Final,Ej1,6
Paul Pink,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,9
Charlie Violet,Geography,PRACTICAL_WORK,TP3,Ej4,3
Nick Brown,English,WRITTEN_EXAM,Segundo Parcial,Ej3,0
Liam Purple,Geography,WRITTEN_EXAM,Examen Final,Ej3,8
Kelly Azure,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,6
Mona Red,English,WRITTEN_EXAM,Segundo Parcial,Ej6,0
Nick Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej8,6
Ivy Blue,Economics,WRITTEN_EXAM,Examen Final,Ej1,6
Kelly Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej5,3
Eve Magenta,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Mona Blue,Physics,WRITTEN_EXAM,Examen Final,Ej3,8
Jack Green,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,1
Hank Blue,Geography,WRITTEN_EXAM,Examen Final,Ej10,8
Dana Teal,Computer Science,PRACTICAL_WORK,TP1,Ej1,3
Charlie Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,7
Frank Teal,English,WRITTEN_EXAM,Segundo Parcial,Ej14,5
Quincy White,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,2
Mona Violet,Biology,WRITTEN_EXAM,Segundo Parcial,Ej8,2
Ivy Gray,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Rita Orange,Statistics,WRITTEN_EXAM,Examen Final,Ej1,6
Jack Purple,Geography,FINAL_PRACTICAL_WORK,TP3,Ej9,6
Bob Gray,Physics,PRACTICAL_WORK,TP1,Ej5,6
Grace Gray,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,5
Rita Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,3
Bob Orange,Art,PRACTICAL_WORK,TP1,Ej1,2
Hank Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,7
Bob Azure,Statistics,WRITTEN_EXAM,Examen Final,Ej1,5
Mona Davis,History,WRITTEN_EXAM,Examen Final,Ej1,6
Olivia Green,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,9
Bob Johnson,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej1,3
Alice Brown,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,7
Sam Pink,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,9
Liam Teal,English,WRITTEN_EXAM,Segundo Parcial,Ej14,7
Hank Gray,Chemistry,PRACTICAL_WORK,TP1,Ej3,6
Eve Orange,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,8
Bob Blue,English,WRITTEN_EXAM,Primer Parcial,Ej12,7
Ivy Magenta,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,8
Mona Magenta,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,6
Hank Orange,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,3
Liam White,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,9
Rita Johnson,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,3
Mona Johnson,Geography,PRACTICAL_WORK,TP3,Ej3,6
Eve Black,Biology,WRITTEN_EXAM,Examen Final,Ej4,1
Grace Purple,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Paul Orange,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,2
Liam Magenta,Physics,PRACTICAL_WORK,TP1,Ej3,3
Frank Pink,English,WRITTEN_EXAM,Primer Parcial,Ej20,7
Ivy Davis,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Ivy Azure,Physics,WRITTEN_EXAM,Examen Final,Ej4,1
Eve Beige,English,WRITTEN_EXAM,Primer Parcial,Ej11,6
Rita Johnson,Physics,WRITTEN_EXAM,Examen Final,Ej4,7
Frank Davis,Biology,WRITTEN_EXAM,Examen Final,Ej9,3
Quincy Violet,Geography,PRACTICAL_WORK,TP1,Ej5,1
Grace Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,8
Ivy Red,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Paul Violet,Art,PRACTICAL_WORK,TP10,Ej1,3
Kelly Orange,Statistics,WRITTEN_EXAM,Examen Final,Ej10,9
Liam Red,Biology,WRITTEN_EXAM,Primer Parcial,Ej3,10
Nick Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej4,0
Sam Indigo,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Paul Johnson,Art,PRACTICAL_WORK,TP4,Ej1,2
Hank Purple,Physics,WRITTEN_EXAM,Primer Parcial,Ej7,9
Bob Red,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej4,8
Dana Green,Economics,WRITTEN_EXAM,Primer Parcial,Ej2,2
Frank Black,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,6
Olivia Green,English,WRITTEN_EXAM,Segundo Parcial,Ej5,2
Bob Black,Geography,PRACTICAL_WORK,TP2,Ej1,9
Liam Purple,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,2
Rita Green,Physics,WRITTEN_EXAM,Segundo Parcial,Ej2,1
Frank Pink,Mathematics,WRITTEN_EXAM,Examen Final,Ej5,1
Paul Violet,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,3
Dana Magenta,Physics,WRITTEN_EXAM,Examen Final,Ej7,5
Grace Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,7
Kelly Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,4
Sam Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,8
Liam Red,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Kelly Brown,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Quincy Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej19,1
Grace Red,History,WRITTEN_EXAM,Examen Final,Ej1,6
Sam Purple,Computer Science,PRACTICAL_WORK,TP7,Ej1,10
Paul Cyan,English,WRITTEN_EXAM,Segundo Parcial,Ej1,7
Eve Cyan,Geography,PRACTICAL_WORK,TP1,Ej5,3
Frank Johnson,Biology,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Olivia Johnson,Chemistry,PRACTICAL_WORK,TP2,Ej1,4
Quincy Purple,Computer Science,PRACTICAL_WORK,TP9,Ej1,0
Charlie Green,Biology,WRITTEN_EXAM,Examen Final,Ej10,7
Paul Magenta,Geography,WRITTEN_EXAM,Examen Final,Ej7,9
Jack Magenta,English,WRITTEN_EXAM,Primer Parcial,Ej9,8
Ivy Green,Chemistry,PRACTICAL_WORK,TP2,Ej2,3
Dana Orange,Biology,WRITTEN_EXAM,Examen Final,Ej8,9
Liam Green,Mathematics,PRACTICAL_WORK,TP3,Ej5,1
Quincy Yellow,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,4
Kelly Magenta,Economics,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Alice Brown,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,5
Dana Purple,Geography,PRACTICAL_WORK,TP2,Ej4,6
Kelly Black,Statistics,WRITTEN_EXAM,Examen Final,Ej7,7
Dana Indigo,Psychology,ORAL_EXAM,Primer Parcial,Ej1,9
Sam White,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,1
Ivy Pink,Philosophy,ORAL_EXAM,Examen Final,Ej1,4
Liam Indigo,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Olivia Orange,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,8
Sam Violet,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,0
Hank Red,Geography,WRITTEN_EXAM,Examen Final,Ej2,3
Sam Red,English,WRITTEN_EXAM,Segundo Parcial,Ej2,5
Ivy Pink,Art,PRACTICAL_WORK,TP2,Ej1,10
Frank Cyan,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Nick Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej1,8
Bob Indigo,Statistics,WRITTEN_EXAM,Examen Final,Ej8,9
Liam Blue,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,0
Olivia Cyan,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej8,2
Charlie Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,7
Liam Johnson,English,WRITTEN_EXAM,Segundo Parcial,Ej12,4
Ivy Azure,Mathematics,PRACTICAL_WORK,TP1,Ej3,3
Mona Azure,Computer Science,PRACTICAL_WORK,TP8,Ej1,9
Mona Pink,Music,PRACTICAL_WORK,TP9,Ej1,2
Quincy Davis,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Charlie Magenta,Music,PRACTICAL_WORK,TP7,Ej1,3
Kelly Cyan,Geography,PRACTICAL_WORK,TP3,Ej3,7
Liam Blue,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,1
Nick Orange,Biology,WRITTEN_EXAM,Examen Final,Ej9,5
Mona Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Alice Green,Biology,WRITTEN_EXAM,Examen Final,Ej3,9
Frank Blue,Psychology,ORAL_EXAM,Primer Parcial,Ej1,2
Mona Violet,Physics,WRITTEN_EXAM,Primer Parcial,Ej10,9
Charlie Johnson,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Nick Indigo,Art,PRACTICAL_WORK,TP6,Ej1,2
Ivy Cyan,Mathematics,PRACTICAL_WORK,TP3,Ej3,7
Quincy Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Bob Brown,Music,ORAL_EXAM,Examen Final,Ej1,8
Nick Brown,Mathematics,PRACTICAL_WORK,TP1,Ej4,9
Bob Blue,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,1
Liam Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,2
Ivy Beige,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej2,1
Ivy Black,Art,PRACTICAL_WORK,TP3,Ej1,2
Sam Orange,Physics,WRITTEN_EXAM,Examen Final,Ej4,4
Quincy White,Economics,WRITTEN_EXAM,Segundo Parcial,Ej2,4
Eve White,Statistics,WRITTEN_EXAM,Examen Final,Ej4,6
Alice White,Geography,WRITTEN_EXAM,Examen Final,Ej7,4
Hank Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,8
Mona Indigo,Geography,PRACTICAL_WORK,TP2,Ej5,9
Grace Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Rita Beige,Statistics,WRITTEN_EXAM,Examen Final,Ej6,7
Grace Teal,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,3
Nick Beige,Mathematics,WRITTEN_EXAM,Examen Final,Ej1,3
Grace Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,3
Liam Blue,Mathematics,PRACTICAL_WORK,TP3,Ej2,7
Jack Black,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,5
Rita Green,Statistics,WRITTEN_EXAM,Examen Final,Ej5,8
Hank Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej3,1
Quincy Davis,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,1
Hank Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Frank Magenta,Chemistry,WRITTEN_EXAM,Examen Final,Ej10,4
Dana Johnson,English,WRITTEN_EXAM,Segundo Parcial,Ej6,6
Frank Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,7
Jack Pink,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,2
Olivia Purple,Art,PRACTICAL_WORK,TP7,Ej1,2
Eve Yellow,Music,ORAL_EXAM,Examen Final,Ej1,9
Rita Pink,Music,PRACTICAL_WORK,TP2,Ej1,4
Alice Brown,Physics,PRACTICAL_WORK,TP2,Ej2,7
Alice Brown,Physics,WRITTEN_EXAM,Examen Final,Ej4,8
Rita Brown,Statistics,WRITTEN_EXAM,Examen Final,Ej1,4
Nick Teal,Art,PRACTICAL_WORK,TP9,Ej1,8
Eve Red,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,8
Olivia Gray,Physics,WRITTEN_EXAM,Examen Final,Ej3,5
Charlie Green,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej1,8
Nick Gray,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,4
Sam Cyan,Physics,WRITTEN_EXAM,Examen Final,Ej3,5
Bob White,Computer Science,PRACTICAL_WORK,TP5,Ej1,3
Bob Magenta,Sociology,ORAL_EXAM,Examen Final,Ej1,6
Quincy Violet,Geography,WRITTEN_EXAM,Examen Final,Ej2,7
Rita Cyan,Music,PRACTICAL_WORK,TP9,Ej1,5
Ivy White,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,2
Ivy Yellow,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,10
Paul Indigo,Music,FINAL_PRACTICAL_WORK,TP Final,Ej1,5
Alice Teal,English,WRITTEN_EXAM,Primer Parcial,Ej6,0
Paul Red,Mathematics,PRACTICAL_WORK,TP2,Ej5,2
Nick White,Sociology,ORAL_EXAM,Primer Parcial,Ej1,4
Sam White,English,WRITTEN_EXAM,Segundo Parcial,Ej20,5
Ivy Beige,Physics,PRACTICAL_WORK,TP2,Ej5,1
Ivy Gray,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,5
Jack Teal,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,9
Charlie Green,Geography,PRACTICAL_WORK,TP3,Ej5,10
Grace Indigo,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,3
Eve Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej13,7
Charlie Azure,Computer Science,PRACTICAL_WORK,TP3,Ej1,6
Dana Pink,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,6
Paul Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej9,7
Grace Beige,Statistics,WRITTEN_EXAM,Examen Final,Ej4,5
Jack Johnson,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,6
Charlie Teal,Geography,PRACTICAL_WORK,TP2,Ej5,0
Hank Cyan,Statistics,WRITTEN_EXAM,Primer Parcial,Ej1,6
Alice Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,4
Paul Cyan,Psychology,ORAL_EXAM,Examen Final,Ej1,3
Mona Pink,Mathematics,PRACTICAL_WORK,TP1,Ej5,1
Bob Johnson,Music,PRACTICAL_WORK,TP7,Ej1,5
Liam Pink,Economics,WRITTEN_EXAM,Examen Final,Ej8,1
Paul Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,9
Charlie Indigo,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,7
Ivy Blue,Geography,PRACTICAL_WORK,TP4,Ej2,2
Kelly Johnson,Statistics,WRITTEN_EXAM,Examen Final,Ej10,8
Jack Black,Philosophy,ORAL_EXAM,Segundo Parcial,Ej1,4
Grace Indigo,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,9
Rita Pink,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,2
Grace Blue,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,7
Olivia Indigo,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,2
Bob Yellow,Music,PRACTICAL_WORK,TP2,Ej1,9
Sam Cyan,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Jack White,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,9
Nick Beige,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej8,6
Mona Azure,Music,PRACTICAL_WORK,TP7,Ej1,8
Rita Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej15,2
Eve Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej10,2
Olivia Beige,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,5
Kelly Red,Computer Science,PRACTICAL_WORK,TP4,Ej1,2
Grace Black,Music,FINAL_PRACTICAL_WORK,TP Final,Ej1,3
Jack Pink,Biology,WRITTEN_EXAM,Examen Final,Ej3,2
Charlie Pink,History,WRITTEN_EXAM,Primer Parcial,Ej1,3
Mona Yellow,Chemistry,PRACTICAL_WORK,TP2,Ej1,8
Rita Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,4
Ivy Gray,Statistics,WRITTEN_EXAM,Primer Parcial,Ej8,9
Liam Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,9
Paul White,Geography,FINAL_PRACTICAL_WORK,TP3,Ej2,8
Mona Orange,Physics,WRITTEN_EXAM,Primer Parcial,Ej7,7
Dana Green,English,WRITTEN_EXAM,Segundo Parcial,Ej13,5
Frank Red,English,WRITTEN_EXAM,Segundo Parcial,Ej12,4
Charlie Green,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,4
Hank Black,English,WRITTEN_EXAM,Segundo Parcial,Ej10,5
Hank Brown,Statistics,WRITTEN_EXAM,Primer Parcial,Ej7,1
Dana Black,Physics,WRITTEN_EXAM,Segundo Parcial,Ej6,7
Bob Purple,Economics,WRITTEN_EXAM,Examen Final,Ej10,6
Eve Pink,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,5
Frank Red,Geography,PRACTICAL_WORK,TP2,Ej4,5
Hank Gray,English,WRITTEN_EXAM,Primer Parcial,Ej12,10
Jack Azure,Philosophy,ORAL_EXAM,Primer Parcial,Ej1,7
Olivia Orange,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,9
Mona Davis,History,WRITTEN_EXAM,Primer Parcial,Ej1,8
Frank Blue,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,5
Paul Cyan,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,3
Liam White,Physics,WRITTEN_EXAM,Examen Final,Ej4,0
Grace Purple,English,WRITTEN_EXAM,Segundo Parcial,Ej14,8
Paul Teal,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,9
Nick Purple,Sociology,ORAL_EXAM,Examen Final,Ej1,8
Frank Beige,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,8
Kelly Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,6
Alice Magenta,Music,PRACTICAL_WORK,TP6,Ej1,3
Sam Black,Chemistry,WRITTEN_EXAM,Examen Final,Ej9,2
Mona Black,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,10
Kelly Orange,Philosophy,ORAL_EXAM,Segundo Parcial,Ej1,3
Alice Brown,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,9
Hank Cyan,Art,PRACTICAL_WORK,TP4,Ej1,8
Ivy Blue,English,WRITTEN_EXAM,Segundo Parcial,Ej4,3
Frank Davis,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej8,6
Charlie Davis,English,WRITTEN_EXAM,Primer Parcial,Ej10,5
Liam Cyan,Statistics,WRITTEN_EXAM,Examen Final,Ej1,6
Liam Blue,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,1
Charlie Yellow,Physics,WRITTEN_EXAM,Segundo Parcial,Ej8,3
Liam Gray,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,9
Kelly Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,0
Eve Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej1,8
Nick Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,4
Ivy Yellow,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,2
Liam Indigo,Art,PRACTICAL_WORK,TP3,Ej1,2
Hank Johnson,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Ivy Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej3,2
Alice Orange,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,7
Ivy Beige,Geography,WRITTEN_EXAM,Examen Final,Ej3,3
Ivy Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,6
Quincy Orange,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,3
Quincy Pink,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,1
Grace Orange,Philosophy,ORAL_EXAM,Examen Final,Ej1,7
Alice Blue,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,2
Alice Teal,Biology,WRITTEN_EXAM,Examen Final,Ej9,1
Nick Yellow,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,4
Eve Purple,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,0
Grace Violet,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,1
Alice Yellow,Physics,WRITTEN_EXAM,Examen Final,Ej6,4
Hank Violet,English,WRITTEN_EXAM,Primer Parcial,Ej11,3
Hank Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej2,5
Ivy Red,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej6,5
Ivy Violet,Mathematics,PRACTICAL_WORK,TP3,Ej3,10
Liam Azure,English,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Paul Orange,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Dana Beige,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,2
Hank Brown,Economics,WRITTEN_EXAM,Segundo Parcial,Ej10,2
